,,YEAR_new,YEAR_old,MONTH_April,MONTH_August,MONTH_December,MONTH_February,MONTH_January,MONTH_July,MONTH_Jun,MONTH_March,MONTH_May,MONTH_November,MONTH_October,MONTH_September,DAY_OF_MONTH_1,DAY_OF_MONTH_2,DAY_OF_MONTH_3,DAY_OF_MONTH_4,DAY_OF_MONTH_5,DAY_OF_MONTH_6,DAY_OF_MONTH_7,DAY_OF_MONTH_8,DAY_OF_MONTH_9,DAY_OF_MONTH_10,DAY_OF_MONTH_11,DAY_OF_MONTH_12,DAY_OF_MONTH_13,DAY_OF_MONTH_14,DAY_OF_MONTH_15,DAY_OF_MONTH_16,DAY_OF_MONTH_17,DAY_OF_MONTH_18,DAY_OF_MONTH_19,DAY_OF_MONTH_20,DAY_OF_MONTH_21,DAY_OF_MONTH_22,DAY_OF_MONTH_23,DAY_OF_MONTH_24,DAY_OF_MONTH_25,DAY_OF_MONTH_26,DAY_OF_MONTH_27,DAY_OF_MONTH_28,DAY_OF_MONTH_29,DAY_OF_MONTH_30,DAY_OF_MONTH_31,DAY_OF_WEEK_Friday,DAY_OF_WEEK_Monday,DAY_OF_WEEK_Saturday,DAY_OF_WEEK_Sunday,DAY_OF_WEEK_Thursday,DAY_OF_WEEK_Tuesday,DAY_OF_WEEK_Wednesday,MKT_UNIQUE_CARRIER_AA,MKT_UNIQUE_CARRIER_AS,MKT_UNIQUE_CARRIER_B6,MKT_UNIQUE_CARRIER_DL,MKT_UNIQUE_CARRIER_F9,MKT_UNIQUE_CARRIER_G4,MKT_UNIQUE_CARRIER_NK,MKT_UNIQUE_CARRIER_UA,MKT_UNIQUE_CARRIER_WN,ORIGIN_ABQ,ORIGIN_ATL,ORIGIN_AUS,ORIGIN_BNA,ORIGIN_BOS,ORIGIN_BUF,ORIGIN_BWI,ORIGIN_CHS,ORIGIN_CLT,ORIGIN_CVG,ORIGIN_DAL,ORIGIN_DCA,ORIGIN_DEN,ORIGIN_DFW,ORIGIN_DTW,ORIGIN_ECP,ORIGIN_EWR,ORIGIN_FLL,ORIGIN_HOU,ORIGIN_IAD,ORIGIN_IAH,ORIGIN_IND,ORIGIN_JFK,ORIGIN_LAS,ORIGIN_LAX,ORIGIN_LGA,ORIGIN_LGB,ORIGIN_MCI,ORIGIN_MCO,ORIGIN_MDW,ORIGIN_MIA,ORIGIN_MKE,ORIGIN_MSP,ORIGIN_MSY,ORIGIN_MYR,ORIGIN_OAK,ORIGIN_ORD,ORIGIN_PDX,ORIGIN_PGD,ORIGIN_PHL,ORIGIN_PHX,ORIGIN_PIE,ORIGIN_PNS,ORIGIN_RDU,ORIGIN_RSW,ORIGIN_SAN,ORIGIN_SAT,ORIGIN_SEA,ORIGIN_SFB,ORIGIN_SFO,ORIGIN_SLC,ORIGIN_SNA,ORIGIN_SRQ,ORIGIN_STL,ORIGIN_TPA,ORIGIN_VPS,DEST_ABQ,DEST_ATL,DEST_AUS,DEST_BNA,DEST_BOS,DEST_BUF,DEST_BWI,DEST_CHS,DEST_CLT,DEST_CVG,DEST_DAL,DEST_DCA,DEST_DEN,DEST_DFW,DEST_DTW,DEST_ECP,DEST_EWR,DEST_FLL,DEST_HOU,DEST_IAD,DEST_IAH,DEST_IND,DEST_JFK,DEST_LAS,DEST_LAX,DEST_LGA,DEST_LGB,DEST_MCI,DEST_MCO,DEST_MDW,DEST_MIA,DEST_MKE,DEST_MSP,DEST_MSY,DEST_MYR,DEST_OAK,DEST_ORD,DEST_PDX,DEST_PGD,DEST_PHL,DEST_PHX,DEST_PIE,DEST_PNS,DEST_RDU,DEST_RSW,DEST_SAN,DEST_SAT,DEST_SEA,DEST_SFB,DEST_SFO,DEST_SLC,DEST_SNA,DEST_SRQ,DEST_STL,DEST_TPA,DEST_VPS,DEP_TIME_BLK_0001-0559,DEP_TIME_BLK_0600-0659,DEP_TIME_BLK_0700-0759,DEP_TIME_BLK_0800-0859,DEP_TIME_BLK_0900-0959,DEP_TIME_BLK_1000-1059,DEP_TIME_BLK_1100-1159,DEP_TIME_BLK_1200-1259,DEP_TIME_BLK_1300-1359,DEP_TIME_BLK_1400-1459,DEP_TIME_BLK_1500-1559,DEP_TIME_BLK_1600-1659,DEP_TIME_BLK_1700-1759,DEP_TIME_BLK_1800-1859,DEP_TIME_BLK_1900-1959,DEP_TIME_BLK_2000-2059,DEP_TIME_BLK_2100-2159,DEP_TIME_BLK_2200-2259,DEP_TIME_BLK_2300-2359
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
